Analyte	Gene	CHR	TWAS.Z	TWAS.P	P0	fdr_p	specific	topSNP	Discovery	NEW_hit	Tissue	P0_add	P0_cum	label_color	nudge_y
NA	SERPINB1	6	-0.48758	0.626	2832332	0.910203247143716	0	0	Primary	NA	B	1202467741	1205300073	NA	NA
NA	RECQL	12	-0.4867	0.627	21468911	0.910562162162162	0	0	Primary	NA	B	2261842245	2283311156	NA	NA
NA	SEC23A	14	0.4853	0.627	39031919	0.910562162162162	0	0	Primary	NA	B	2568892738	2607924657	NA	NA
NA	NUP50	22	0.48513	0.627583	45163841	0.910861761104442	0	0	Primary	NA	B	3438078747	3483242588	NA	NA
NA	ARHGEF4	2	-0.4848	0.628	130836916	0.910920215956809	0	0	Primary	NA	B	276724047	407560963	NA	NA
NA	MYH9	22	0.48342	0.6288	36281281	0.91153381294964	0	0	Primary	NA	B	3438078747	3474360028	NA	NA
NA	GLRX3	10	-0.481814	0.63	130136399	0.911633752244165	0	0	Primary	NA	B	1934034850	2064171249	NA	NA
NA	CAND1	12	0.4822	0.63	67269281	0.911633752244165	0	0	Primary	NA	B	2261842245	2329111526	NA	NA
NA	ECH1	19	-0.482	0.629806	38815422	0.911633752244165	0	0	Primary	NA	B	3179033054	3217848476	NA	NA
NA	UROS	10	-0.479	0.632	125788577	0.912343880597015	0	0	Primary	NA	B	1934034850	2059823427	NA	NA
NA	ACSL1	4	0.47919	0.6318	184755595	0.912343880597015	0	0	Primary	NA	B	775968409	960724004	NA	NA
NA	PNPLA8	7	0.4783	0.632	108470422	0.912343880597015	0	0	Primary	NA	B	1403002861	1511473283	NA	NA
NA	ERICH5	8	-0.479	0.632	98064311	0.912343880597015	0	0	Primary	NA	B	1591733856	1689798167	NA	NA
NA	PADI2	1	0.45621	0.648	17066761	0.913198	0	0	Primary	NA	B	0	17066761	NA	NA
NA	RPS6KA1	1	-0.46927	0.639	26529761	0.913198	0	0	Primary	NA	B	0	26529761	NA	NA
NA	GSTM1	1	0.47068	0.638	109687814	0.913198	0	0	Primary	NA	B	0	109687814	NA	NA
NA	AGT	1	0.458	0.647	230702523	0.913198	0	0	Primary	NA	B	0	230702523	NA	NA
NA	PLEKHA6	1	0.47223	0.637	204218851	0.913198	0	0	Primary	NA	B	0	204218851	NA	NA
NA	NAXE	1	0.46416	0.643	156591762	0.913198	0	0	Primary	NA	B	0	156591762	NA	NA
NA	LRRC8C	1	0.45881	0.646	89633072	0.913198	0	0	Primary	NA	B	0	89633072	NA	NA
NA	FAF1	1	0.47635	0.634	50439478	0.913198	0	0	Primary	NA	B	0	50439478	NA	NA
NA	INA	10	0.464868	0.642	103277163	0.913198	0	0	Primary	NA	B	1934034850	2037312013	NA	NA
NA	CCDC91	12	-0.4702	0.638	28133249	0.913198	0	0	Primary	NA	B	2261842245	2289975494	NA	NA
NA	RLIG1	12	0.4626	0.644	88033846	0.913198	0	0	Primary	NA	B	2261842245	2349876091	NA	NA
NA	TMTC3	12	-0.4761	0.634	88142296	0.913198	0	0	Primary	NA	B	2261842245	2349984541	NA	NA
NA	NOPCHAP1	12	0.4643	0.642	104986310	0.913198	0	0	Primary	NA	B	2261842245	2366828555	NA	NA
NA	ABCD2	12	-0.4738	0.636	39550033	0.913198	0	0	Primary	NA	B	2261842245	2301392278	NA	NA
NA	BRI3BP	12	-0.4704	0.638	124993700	0.913198	0	0	Primary	NA	B	2261842245	2386835945	NA	NA
NA	CDC16	13	-0.468	0.6398	114234887	0.913198	0	0	Primary	NA	B	2424611154	2538846041	NA	NA
NA	DDHD1	14	-0.4635	0.643	53043968	0.913198	0	0	Primary	NA	B	2568892738	2621936706	NA	NA
NA	SHF	15	-0.47017	0.638	45167214	0.913198	0	0	Primary	NA	B	2704379055	2749546269	NA	NA
NA	LPCAT2	16	-0.456	0.648	55508998	0.913198	0	0	Primary	NA	B	2836032653	2891541651	NA	NA
NA	GFER	16	-0.46	0.646	1984207	0.913198	0	0	Primary	NA	B	2836032653	2838016860	NA	NA
NA	MEAK7	16	0.4779	0.633	84478075	0.913198	0	0	Primary	NA	B	2836032653	2920510728	NA	NA
NA	DGKE	17	0.4618	0.644	56834099	0.913198	0	0	Primary	NA	B	2955980578	3012814677	NA	NA
NA	ACAA2	18	0.475	0.63474	49783499	0.913198	0	0	Primary	NA	B	3069060187	3118843686	NA	NA
NA	SGTA	19	0.4564	0.648076	2754714	0.913198	0	0	Primary	NA	B	3179033054	3181787768	NA	NA
NA	EIPR1	2	-0.47139	0.637	3188925	0.913198	0	0	Primary	NA	B	276724047	279912972	NA	NA
NA	GPC1	2	-0.46562	0.641	240435671	0.913198	0	0	Primary	NA	B	276724047	517159718	NA	NA
NA	COX7A2L	2	0.47234	0.637	42333546	0.913198	0	0	Primary	NA	B	276724047	319057593	NA	NA
NA	HAAO	2	0.45877	0.646	42767089	0.913198	0	0	Primary	NA	B	276724047	319491136	NA	NA
NA	ACSS1	20	-0.4637	0.643	25006232	0.913198	0	0	Primary	NA	B	3267584620	3292590852	NA	NA
NA	TUBA8	22	-0.45687	0.647761	18110331	0.913198	0	0	Primary	NA	B	3438078747	3456189078	NA	NA
NA	LMCD1	3	-0.456	0.648	8501707	0.913198	0	0	Primary	NA	B	548458626	556960333	NA	NA
NA	PEX5L	3	0.475148	0.635	179794958	0.913198	0	0	Primary	NA	B	548458626	728253584	NA	NA
NA	GUF1	4	0.46323	0.6432	44678427	0.913198	0	0	Primary	NA	B	775968409	820646836	NA	NA
NA	ARB2A	5	0.462	0.644081	93618069	0.913198	0	0	Primary	NA	B	992234598	1085852667	NA	NA
NA	AMACR	5	-0.4661	0.641133	33986178	0.913198	0	0	Primary	NA	B	992234598	1026220776	NA	NA
NA	SNX9	6	0.4582	0.647	157823264	0.913198	0	0	Primary	NA	B	1202467741	1360291005	NA	NA
NA	TXNDC5	6	-0.466	0.641	7881250	0.913198	0	0	Primary	NA	B	1202467741	1210348991	NA	NA
NA	GGCT	7	-0.4623	0.644	30496621	0.913198	0	0	Primary	NA	B	1403002861	1433499482	NA	NA
NA	SRI	7	-0.468	0.64	88205118	0.913198	0	0	Primary	NA	B	1403002861	1491207979	NA	NA
NA	ARMC10	7	0.4614	0.645	103074881	0.913198	0	0	Primary	NA	B	1403002861	1506077742	NA	NA
NA	DOCK5	8	-0.472	0.637	25184723	0.913198	0	0	Primary	NA	B	1591733856	1616918579	NA	NA
NA	FABP3	1	0.45414	0.65	31365625	0.913248111563045	0	0	Primary	NA	B	0	31365625	NA	NA
NA	GREM2	1	0.45516	0.649	240489573	0.913248111563045	0	0	Primary	NA	B	0	240489573	NA	NA
NA	ATRNL1	10	-0.454216	0.65	115093365	0.913248111563045	0	0	Primary	NA	B	1934034850	2049128215	NA	NA
NA	SERGEF	11	0.455	0.649	17788048	0.913248111563045	0	0	Primary	NA	B	2097588750	2115376798	NA	NA
NA	DNAJC10	2	0.4539	0.65	182716272	0.913248111563045	0	0	Primary	NA	B	276724047	459440319	NA	NA
NA	MAPK3	16	0.4523	0.651	30114105	0.914121951219512	0	0	Primary	NA	B	2836032653	2866146758	NA	NA
NA	ORC4	2	-0.45029	0.653	147930399	0.916398142774231	0	0	Primary	NA	B	276724047	424654446	NA	NA
NA	WASHC2C	10	-0.447	0.655	45727200	0.916936944444444	0	0	Primary	NA	B	1934034850	1979762050	NA	NA
NA	CRACDL	2	0.447	0.655	98793846	0.916936944444444	0	0	Primary	NA	B	276724047	375517893	NA	NA
NA	PRKAR2A	3	-0.446538	0.655	48744597	0.916936944444444	0	0	Primary	NA	B	548458626	597203223	NA	NA
NA	UNC5A	5	0.4473	0.654652	176810477	0.916936944444444	0	0	Primary	NA	B	992234598	1169045075	NA	NA
NA	GLIPR2	9	-0.4464	0.65528	36136735	0.916936944444444	0	0	Primary	NA	B	1766574898	1802711633	NA	NA
NA	RAB27A	15	0.44563	0.656	55202966	0.917413533834587	0	0	Primary	NA	B	2704379055	2759582021	NA	NA
NA	ASNS	7	-0.4444	0.657	97852118	0.918280924855491	0	0	Primary	NA	B	1403002861	1500854979	NA	NA
NA	POGLUT3	11	-0.4425	0.658	108472105	0.919147313691508	0	0	Primary	NA	B	2097588750	2206060855	NA	NA
NA	AFAP1L2	10	-0.4409	0.659	114294824	0.919244394463668	0	0	Primary	NA	B	1934034850	2048329674	NA	NA
NA	SPAG7	17	0.441	0.659	4959226	0.919244394463668	0	0	Primary	NA	B	2955980578	2960939804	NA	NA
NA	SLC27A4	9	-0.441	0.65921	128340646	0.919244394463668	0	0	Primary	NA	B	1766574898	1894915544	NA	NA
NA	PYROXD1	12	-0.4375	0.662	21437615	0.92260288184438	0	0	Primary	NA	B	2261842245	2283279860	NA	NA
NA	PAIP1	5	-0.4361	0.66277	43526267	0.923143928571428	0	0	Primary	NA	B	992234598	1035760865	NA	NA
NA	CS	12	-0.434	0.664	56271699	0.923261644623347	0	0	Primary	NA	B	2261842245	2318113944	NA	NA
NA	FECH	18	0.435	0.66376	57548283	0.923261644623347	0	0	Primary	NA	B	3069060187	3126608470	NA	NA
NA	PDLIM2	8	-0.4348	0.664	22578279	0.923261644623347	0	0	Primary	NA	B	1591733856	1614312135	NA	NA
NA	DHRS7B	17	0.4318	0.666	21123364	0.923917383820998	0	0	Primary	NA	B	2955980578	2977103942	NA	NA
NA	NDUFAF5	20	-0.4322	0.666	13784950	0.923917383820998	0	0	Primary	NA	B	3267584620	3281369570	NA	NA
NA	JAM2	21	0.4321	0.6657	25639272	0.923917383820998	0	0	Primary	NA	B	3361479785	3387119057	NA	NA
NA	HSCB	22	-0.43213	0.665647	28742031	0.923917383820998	0	0	Primary	NA	B	3438078747	3466820778	NA	NA
NA	PDHB	3	0.430713	0.667	58427630	0.924244126074499	0	0	Primary	NA	B	548458626	606886256	NA	NA
NA	CD38	4	0.43027	0.667	15778275	0.924244126074499	0	0	Primary	NA	B	775968409	791746684	NA	NA
NA	RPL13	16	-0.4289	0.668	89560657	0.925099656357388	0	0	Primary	NA	B	2836032653	2925593310	NA	NA
NA	CADM1	11	0.426	0.67	115169218	0.92521987435751	0	0	Primary	NA	B	2097588750	2212757968	NA	NA
NA	APPL2	12	0.4275	0.669	105173296	0.92521987435751	0	0	Primary	NA	B	2261842245	2367015541	NA	NA
NA	ADAM23	2	-0.4268	0.67	206443539	0.92521987435751	0	0	Primary	NA	B	276724047	483167586	NA	NA
NA	TTC38	22	0.42633	0.669865	46267961	0.92521987435751	0	0	Primary	NA	B	3438078747	3484346708	NA	NA
NA	GNB1L	22	-0.42706	0.669332	19783224	0.92521987435751	0	0	Primary	NA	B	3438078747	3457861971	NA	NA
NA	CBR4	4	0.424	0.6716	168863770	0.9269	0	0	Primary	NA	B	775968409	944832179	NA	NA
NA	SLC13A5	17	-0.422	0.673	6684713	0.92830233884769	0	0	Primary	NA	B	2955980578	2962665291	NA	NA
NA	SNAP47	1	0.42065	0.674	227728539	0.928622222222222	0	0	Primary	NA	B	0	227728539	NA	NA
NA	TAGLN3	3	0.420119	0.674	111998664	0.928622222222222	0	0	Primary	NA	B	548458626	660457290	NA	NA
NA	IMPACT	18	-0.42	0.6745	24426616	0.928781890660592	0	0	Primary	NA	B	3069060187	3093486803	NA	NA
NA	ABCC8	11	0.419	0.675	17392885	0.928941377347752	0	0	Primary	NA	B	2097588750	2114981635	NA	NA
NA	DOCK7	1	-0.413	0.68	62454728	0.928964365256125	0	0	Primary	NA	B	0	62454728	NA	NA
NA	DBT	1	0.39921	0.69	100186919	0.928964365256125	0	0	Primary	NA	B	0	100186919	NA	NA
NA	CMPK1	1	0.40765	0.684	47333797	0.928964365256125	0	0	Primary	NA	B	0	47333797	NA	NA
NA	PBXIP1	1	-0.40763	0.684	154944076	0.928964365256125	0	0	Primary	NA	B	0	154944076	NA	NA
NA	SMYD3	1	0.40936	0.682	245749340	0.928964365256125	0	0	Primary	NA	B	0	245749340	NA	NA
NA	TFAM	10	-0.417	0.677	58385022	0.928964365256125	0	0	Primary	NA	B	1934034850	1992419872	NA	NA
NA	AKR1C3	10	0.414653	0.678	5035354	0.928964365256125	0	0	Primary	NA	B	1934034850	1939070204	NA	NA
NA	UQCC6	12	-0.4006	0.689	103950202	0.928964365256125	0	0	Primary	NA	B	2261842245	2365792447	NA	NA
NA	VWA8	13	0.4	0.6892	41566837	0.928964365256125	0	0	Primary	NA	B	2424611154	2466177991	NA	NA
NA	ALOX5AP	13	-0.403	0.6872	30735508	0.928964365256125	0	0	Primary	NA	B	2424611154	2455346662	NA	NA
NA	PCK2	14	0.418	0.676	24094053	0.928964365256125	0	0	Primary	NA	B	2568892738	2592986791	NA	NA
NA	SEMA7A	15	0.40792	0.683	74409289	0.928964365256125	0	0	Primary	NA	B	2704379055	2778788344	NA	NA
NA	MYH10	17	0.3999	0.689	8474205	0.928964365256125	0	0	Primary	NA	B	2955980578	2964454783	NA	NA
NA	CRLF3	17	0.4106	0.681	30769388	0.928964365256125	0	0	Primary	NA	B	2955980578	2986749966	NA	NA
NA	TIMM21	18	-0.405	0.68563	74148511	0.928964365256125	0	0	Primary	NA	B	3069060187	3143208698	NA	NA
NA	TRAPPC5	19	0.4102	0.68165	7680843	0.928964365256125	0	0	Primary	NA	B	3179033054	3186713897	NA	NA
NA	PALM3	19	0.4114	0.680793	14053365	0.928964365256125	0	0	Primary	NA	B	3179033054	3193086419	NA	NA
NA	FAM136A	2	0.41332	0.679	70295975	0.928964365256125	0	0	Primary	NA	B	276724047	347020022	NA	NA
NA	PTPN18	2	-0.40939	0.682	130356007	0.928964365256125	0	0	Primary	NA	B	276724047	407080054	NA	NA
NA	PCYOX1	2	-0.41658	0.677	70257386	0.928964365256125	0	0	Primary	NA	B	276724047	346981433	NA	NA
NA	KIF1A	2	0.399	0.69	240713764	0.928964365256125	0	0	Primary	NA	B	276724047	517437811	NA	NA
NA	SMYD5	2	0.404	0.686	73214222	0.928964365256125	0	0	Primary	NA	B	276724047	349938269	NA	NA
NA	SFXN5	2	-0.41511	0.678	72942036	0.928964365256125	0	0	Primary	NA	B	276724047	349666083	NA	NA
NA	RETREG2	2	-0.40994	0.682	219176225	0.928964365256125	0	0	Primary	NA	B	276724047	495900272	NA	NA
NA	GCAT	22	0.41838	0.675668	37807905	0.928964365256125	0	0	Primary	NA	B	3438078747	3475886652	NA	NA
NA	MTFP1	22	-0.4001	0.689084	30425530	0.928964365256125	0	0	Primary	NA	B	3438078747	3468504277	NA	NA
NA	RFTN1	3	-0.399736	0.689	16313574	0.928964365256125	0	0	Primary	NA	B	548458626	564772200	NA	NA
NA	GAP43	3	0.405859	0.685	115623324	0.928964365256125	0	0	Primary	NA	B	548458626	664081950	NA	NA
NA	ARAP2	4	0.40926	0.6823	35948221	0.928964365256125	0	0	Primary	NA	B	775968409	811916630	NA	NA
NA	GABRB1	4	-0.40506	0.6854	46993723	0.928964365256125	0	0	Primary	NA	B	775968409	822962132	NA	NA
NA	SCRG1	4	0.399	0.6899	173384701	0.928964365256125	0	0	Primary	NA	B	775968409	949353110	NA	NA
NA	ERGIC1	5	0.4009	0.688472	172834275	0.928964365256125	0	0	Primary	NA	B	992234598	1165068873	NA	NA
NA	CWC27	5	0.4159	0.677449	64768930	0.928964365256125	0	0	Primary	NA	B	992234598	1057003528	NA	NA
NA	CCDC127	5	-0.4139	0.678977	196871	0.928964365256125	0	0	Primary	NA	B	992234598	992431469	NA	NA
NA	CTNND2	5	0.4016	0.687962	10971840	0.928964365256125	0	0	Primary	NA	B	992234598	1003206438	NA	NA
NA	PPIL1	6	-0.40693	0.684	36854827	0.928964365256125	0	0	Primary	NA	B	1202467741	1239322568	NA	NA
NA	WNK2	9	0.4042	0.68607	93184916	0.928964365256125	0	0	Primary	NA	B	1766574898	1859759814	NA	NA
NA	FOCAD	9	-0.4013	0.68816	20658309	0.928964365256125	0	0	Primary	NA	B	1766574898	1787233207	NA	NA
NA	TMEM141	9	-0.4034	0.68667	136791355	0.928964365256125	0	0	Primary	NA	B	1766574898	1903366253	NA	NA
NA	PPOX	1	-0.397	0.691	161166410	0.929275862068966	0	0	Primary	NA	B	0	161166410	NA	NA
NA	PMPCB	7	0.397	0.691	103297422	0.929275862068966	0	0	Primary	NA	B	1403002861	1506300283	NA	NA
NA	UROD	1	0.39422	0.693	45012147	0.931447470817121	0	0	Primary	NA	B	0	45012147	NA	NA
NA	KLHDC9	1	0.38602	0.699	161098361	0.931743109151047	0	0	Primary	NA	B	0	161098361	NA	NA
NA	GSTM4	1	-0.38874	0.697	109656081	0.931743109151047	0	0	Primary	NA	B	0	109656081	NA	NA
NA	BORCS7	10	0.386	0.699	102854223	0.931743109151047	0	0	Primary	NA	B	1934034850	2036889073	NA	NA
NA	IPO7	11	0.394	0.694	9384622	0.931743109151047	0	0	Primary	NA	B	2097588750	2106973372	NA	NA
NA	MON2	12	0.391	0.696	62466817	0.931743109151047	0	0	Primary	NA	B	2261842245	2324309062	NA	NA
NA	LYZ	12	-0.392	0.695	69348341	0.931743109151047	0	0	Primary	NA	B	2261842245	2331190586	NA	NA
NA	PCCA	13	0.387	0.699	100089015	0.931743109151047	0	0	Primary	NA	B	2424611154	2524700169	NA	NA
NA	VCPKMT	14	0.387	0.699	50108632	0.931743109151047	0	0	Primary	NA	B	2568892738	2619001370	NA	NA
NA	PNP	14	0.3922	0.695	20468954	0.931743109151047	0	0	Primary	NA	B	2568892738	2589361692	NA	NA
NA	TYK2	19	0.392	0.695028	10350533	0.931743109151047	0	0	Primary	NA	B	3179033054	3189383587	NA	NA
NA	CFAP298	21	0.3887	0.6975	32592079	0.931743109151047	0	0	Primary	NA	B	3361479785	3394071864	NA	NA
NA	AHSG	3	0.390933	0.696	186612923	0.931743109151047	0	0	Primary	NA	B	548458626	735071549	NA	NA
NA	FAM114A2	5	0.3911	0.695697	153990128	0.931743109151047	0	0	Primary	NA	B	992234598	1146224726	NA	NA
NA	GABRB2	5	-0.3878	0.69813	161288429	0.931743109151047	0	0	Primary	NA	B	992234598	1153523027	NA	NA
NA	TRAF2	9	0.39	0.69654	136881912	0.931743109151047	0	0	Primary	NA	B	1766574898	1903456810	NA	NA
NA	PPIE	1	0.38142	0.703	39692182	0.932448710916072	0	0	Primary	NA	B	0	39692182	NA	NA
NA	WDR47	1	0.38276	0.702	108970214	0.932448710916072	0	0	Primary	NA	B	0	108970214	NA	NA
NA	MYCBP	1	0.38405	0.701	38862964	0.932448710916072	0	0	Primary	NA	B	0	38862964	NA	NA
NA	NHLRC2	10	-0.383161	0.702	113854661	0.932448710916072	0	0	Primary	NA	B	1934034850	2047889511	NA	NA
NA	COA4	11	0.3841	0.701	73872667	0.932448710916072	0	0	Primary	NA	B	2097588750	2171461417	NA	NA
NA	ABCC1	16	0.3816	0.703	15949577	0.932448710916072	0	0	Primary	NA	B	2836032653	2851982230	NA	NA
NA	CPNE1	20	0.3809	0.703	35626031	0.932448710916072	0	0	Primary	NA	B	3267584620	3303210651	NA	NA
NA	NUDCD2	5	-0.3827	0.701965	163446526	0.932448710916072	0	0	Primary	NA	B	992234598	1155681124	NA	NA
NA	TMEM268	9	0.384	0.70098	114611206	0.932448710916072	0	0	Primary	NA	B	1766574898	1881186104	NA	NA
NA	CAP2	6	-0.38	0.704	17393216	0.933263157894737	0	0	Primary	NA	B	1202467741	1219860957	NA	NA
NA	PARP1	1	0.37653	0.707	226360691	0.934346739130435	0	0	Primary	NA	B	0	226360691	NA	NA
NA	LRP8	1	0.373	0.709	53245545	0.934346739130435	0	0	Primary	NA	B	0	53245545	NA	NA
NA	DNM3	1	-0.37699	0.706	171841481	0.934346739130435	0	0	Primary	NA	B	0	171841481	NA	NA
NA	BBOX1	11	-0.375	0.708	27040725	0.934346739130435	0	0	Primary	NA	B	2097588750	2124629475	NA	NA
NA	ATP23	12	0.371	0.711	57941541	0.934346739130435	0	0	Primary	NA	B	2261842245	2319783786	NA	NA
NA	THTPA	14	-0.37	0.711	23556007	0.934346739130435	0	0	Primary	NA	B	2568892738	2592448745	NA	NA
NA	CCDC177	14	0.3731	0.709	69571499	0.934346739130435	0	0	Primary	NA	B	2568892738	2638464237	NA	NA
NA	P4HB	17	0.377	0.706	81843159	0.934346739130435	0	0	Primary	NA	B	2955980578	3037823737	NA	NA
NA	IMMT	2	0.376	0.707	86143932	0.934346739130435	0	0	Primary	NA	B	276724047	362867979	NA	NA
NA	FAM171B	2	0.371	0.711	186693971	0.934346739130435	0	0	Primary	NA	B	276724047	463418018	NA	NA
NA	BCAS1	20	0.3749	0.708	53936777	0.934346739130435	0	0	Primary	NA	B	3267584620	3321521397	NA	NA
NA	SEC14L2	22	0.37144	0.710313	30396857	0.934346739130435	0	0	Primary	NA	B	3438078747	3468475604	NA	NA
NA	LMNB1	5	-0.3706	0.71091	126776623	0.934346739130435	0	0	Primary	NA	B	992234598	1119011221	NA	NA
NA	HARS1	5	-0.3778	0.705606	140673173	0.934346739130435	0	0	Primary	NA	B	992234598	1132907771	NA	NA
NA	REPS1	6	-0.37498	0.708	138903493	0.934346739130435	0	0	Primary	NA	B	1202467741	1341371234	NA	NA
NA	DPP7	9	0.3726	0.70943	137110542	0.934346739130435	0	0	Primary	NA	B	1766574898	1903685440	NA	NA
NA	CHORDC1	11	-0.368	0.713	90201160	0.93494251626898	0	0	Primary	NA	B	2097588750	2187789910	NA	NA
NA	DCC	18	0.368	0.71278	52340172	0.93494251626898	0	0	Primary	NA	B	3069060187	3121400359	NA	NA
NA	LONRF2	2	0.36855	0.712	100273291	0.93494251626898	0	0	Primary	NA	B	276724047	376997338	NA	NA
NA	PYCR3	8	-0.3681	0.713	143603913	0.93494251626898	0	0	Primary	NA	B	1591733856	1735337769	NA	NA
NA	GATD1	11	-0.366	0.714	767220	0.935239436619718	0	0	Primary	NA	B	2097588750	2098355970	NA	NA
NA	FNBP1	9	-0.367	0.71362	129887187	0.935239436619718	0	0	Primary	NA	B	1766574898	1896462085	NA	NA
NA	HSD17B11	4	-0.36579	0.7145	87336610	0.935387655657823	0	0	Primary	NA	B	775968409	863305019	NA	NA
NA	GSTM3	1	0.36485	0.715	109733932	0.935535714285714	0	0	Primary	NA	B	0	109733932	NA	NA
NA	SDK2	17	-0.3633	0.716	73334384	0.936337479718767	0	0	Primary	NA	B	2955980578	3029314962	NA	NA
NA	CHUK	10	-0.36	0.719	100188298	0.937219407008086	0	0	Primary	NA	B	1934034850	2034223148	NA	NA
NA	SLC25A15	13	-0.361	0.7182	40789412	0.937219407008086	0	0	Primary	NA	B	2424611154	2465400566	NA	NA
NA	KARS1	16	0.3606	0.718	75627724	0.937219407008086	0	0	Primary	NA	B	2836032653	2911660377	NA	NA
NA	COTL1	16	-0.3602	0.719	84565594	0.937219407008086	0	0	Primary	NA	B	2836032653	2920598247	NA	NA
NA	MBLAC1	7	-0.3593	0.719	100126694	0.937219407008086	0	0	Primary	NA	B	1403002861	1503129555	NA	NA
NA	PHYHD1	9	0.3605	0.71844	128920895	0.937219407008086	0	0	Primary	NA	B	1766574898	1895495793	NA	NA
NA	AMZ2	17	0.3583	0.72	68247574	0.93751211631664	0	0	Primary	NA	B	2955980578	3024228152	NA	NA
NA	DDHD2	8	0.358	0.72	38225218	0.93751211631664	0	0	Primary	NA	B	1591733856	1629959074	NA	NA
NA	BLOC1S2	10	0.356	0.722	100273956	0.9386	0	0	Primary	NA	B	1934034850	2034308806	NA	NA
NA	FAM184A	6	0.356	0.722	118959763	0.9386	0	0	Primary	NA	B	1202467741	1321427504	NA	NA
NA	GNA12	7	-0.3553	0.722	2728112	0.9386	0	0	Primary	NA	B	1403002861	1405730973	NA	NA
NA	ACY3	11	-0.355	0.723	67642555	0.938890440386681	0	0	Primary	NA	B	2097588750	2165231305	NA	NA
NA	TTYH3	7	-0.3549	0.723	2631951	0.938890440386681	0	0	Primary	NA	B	1403002861	1405634812	NA	NA
NA	ME3	11	0.3534	0.724	86441108	0.93918025751073	0	0	Primary	NA	B	2097588750	2184029858	NA	NA
NA	TTC39B	9	-0.3533	0.72385	15163622	0.93918025751073	0	0	Primary	NA	B	1766574898	1781738520	NA	NA
NA	KALRN	3	0.351191	0.725	124080023	0.939973190348525	0	0	Primary	NA	B	548458626	672538649	NA	NA
NA	OSBP2	22	0.3489	0.727162	30693782	0.941766318157472	0	0	Primary	NA	B	3438078747	3468772529	NA	NA
NA	PLXND1	3	-0.349258	0.727	129555175	0.941766318157472	0	0	Primary	NA	B	548458626	678013801	NA	NA
NA	KBTBD11	8	0.3477	0.728	1973878	0.942346895074946	0	0	Primary	NA	B	1591733856	1593707734	NA	NA
NA	NINJ2	12	-0.346	0.729	564296	0.943136436597111	0	0	Primary	NA	B	2261842245	2262406541	NA	NA
NA	ITIH3	3	0.345326	0.73	52794768	0.94392513368984	0	0	Primary	NA	B	548458626	601253394	NA	NA
NA	SSH1	12	0.341	0.733	108782690	0.944901812366738	0	0	Primary	NA	B	2261842245	2370624935	NA	NA
NA	SDSL	12	-0.343	0.732	113422237	0.944901812366738	0	0	Primary	NA	B	2261842245	2375264482	NA	NA
NA	PTGR2	14	-0.3424	0.732	73851844	0.944901812366738	0	0	Primary	NA	B	2568892738	2642744582	NA	NA
NA	PSME3IP1	16	-0.3413	0.733	57152466	0.944901812366738	0	0	Primary	NA	B	2836032653	2893185119	NA	NA
NA	ROBO2	3	0.342782	0.732	75906695	0.944901812366738	0	0	Primary	NA	B	548458626	624365321	NA	NA
NA	MAPK10	4	0.341	0.7331	86015123	0.944901812366738	0	0	Primary	NA	B	775968409	861983532	NA	NA
NA	GSS	20	-0.34	0.734	34928433	0.945054313099041	0	0	Primary	NA	B	3267584620	3302513053	NA	NA
NA	DGKQ	4	0.34021	0.7337	958887	0.945054313099041	0	0	Primary	NA	B	775968409	776927296	NA	NA
NA	STK39	2	-0.33833	0.735	167954020	0.945838211814795	0	0	Primary	NA	B	276724047	444678067	NA	NA
NA	MSTO1	1	0.334	0.738	155610188	0.94851138168343	0	0	Primary	NA	B	0	155610188	NA	NA
NA	KCNN3	1	0.332	0.74	154697455	0.94851138168343	0	0	Primary	NA	B	0	154697455	NA	NA
NA	ERICH3	1	0.33	0.741	74568111	0.94851138168343	0	0	Primary	NA	B	0	74568111	NA	NA
NA	FAM118B	11	0.331	0.741	126211414	0.94851138168343	0	0	Primary	NA	B	2097588750	2223800164	NA	NA
NA	CNPY2	12	0.3336	0.739	56309842	0.94851138168343	0	0	Primary	NA	B	2261842245	2318152087	NA	NA
NA	SLC25A10	17	-0.3331	0.739	81703374	0.94851138168343	0	0	Primary	NA	B	2955980578	3037683952	NA	NA
NA	CERS4	19	-0.333	0.739134	8206736	0.94851138168343	0	0	Primary	NA	B	3179033054	3187239790	NA	NA
NA	OSBPL6	2	-0.33054	0.741	178194481	0.94851138168343	0	0	Primary	NA	B	276724047	454918528	NA	NA
NA	ACSS2	20	-0.33	0.741	34872146	0.94851138168343	0	0	Primary	NA	B	3267584620	3302456766	NA	NA
NA	MRPS27	5	-0.3313	0.740397	72219409	0.94851138168343	0	0	Primary	NA	B	992234598	1064454007	NA	NA
NA	KIAA1549	7	-0.3288	0.742	138831381	0.948786885245902	0	0	Primary	NA	B	1403002861	1541834242	NA	NA
NA	BAALC	8	0.3291	0.742	103140710	0.948786885245902	0	0	Primary	NA	B	1591733856	1694874566	NA	NA
NA	QRSL1	6	0.32822	0.743	106629578	0.949563424947146	0	0	Primary	NA	B	1202467741	1309097319	NA	NA
NA	STOM	9	0.3268	0.7438	121339077	0.950083676703645	0	0	Primary	NA	B	1766574898	1887913975	NA	NA
NA	LGALS8	1	0.324	0.746	236518000	0.950383561643836	0	0	Primary	NA	B	0	236518000	NA	NA
NA	LHPP	10	-0.324029	0.746	124461834	0.950383561643836	0	0	Primary	NA	B	1934034850	2058496684	NA	NA
