Analyte	Gene	CHR	TWAS.Z	TWAS.P	P0	fdr_p	specific	topSNP	Discovery	NEW_hit	Tissue	P0_add	P0_cum	label_color	nudge_y
NA	RETSAT	2	-0.43791	0.661	85342088	0.909780125195618	0	0	Primary	NA	B	276724047	362066135	NA	NA
NA	ACAT2	6	-0.439	0.66066	159760328	0.909780125195618	0	0	Primary	NA	B	1202467741	1362228069	NA	NA
NA	TPP2	13	0.436	0.66284	102597003	0.911599343236904	0	0	Primary	NA	B	2424451348	2527048351	NA	NA
NA	CHL1	3	-0.4343	0.66405	196596	0.9125499609375	0	0	Primary	NA	B	548458626	548655222	NA	NA
NA	SRGAP3	3	-0.433	0.66505	8980591	0.913210733801717	0	0	Primary	NA	B	548458626	557439217	NA	NA
NA	PTGR3	18	0.431	0.66647	75195108	0.914446747269891	0	0	Primary	NA	B	3068900381	3144095489	NA	NA
NA	CNTN2	1	0.4255	0.67047	205043197	0.91708547008547	0	0	Primary	NA	B	0	205043197	NA	NA
NA	TREX1	3	-0.4248	0.67099	48465046	0.91708547008547	0	0	Primary	NA	B	548458626	596923672	NA	NA
NA	SDHA	5	-0.425	0.671	218241	0.91708547008547	0	0	Primary	NA	B	992234598	992452839	NA	NA
NA	CEP41	7	0.426	0.67	130393771	0.91708547008547	0	0	Primary	NA	B	1403002861	1533396632	NA	NA
NA	FAM185A	7	-0.42717	0.669	102748971	0.91708547008547	0	0	Primary	NA	B	1403002861	1505751832	NA	NA
NA	BCAN	1	-0.414	0.67887	156641390	0.917212098009188	0	0	Primary	NA	B	0	156641390	NA	NA
NA	PSMB4	1	-0.42	0.67449	151399534	0.917212098009188	0	0	Primary	NA	B	0	151399534	NA	NA
NA	PTPRJ	11	-0.41746	0.67634	47980561	0.917212098009188	0	0	Primary	NA	B	2097428944	2145409505	NA	NA
NA	OPCML	11	-0.41141	0.680774	132414977	0.917212098009188	0	0	Primary	NA	B	2097428944	2229843921	NA	NA
NA	HEBP1	12	0.4237	0.671813	12974864	0.917212098009188	0	0	Primary	NA	B	2261682439	2274657303	NA	NA
NA	GIT2	12	-0.419	0.675216	109929802	0.917212098009188	0	0	Primary	NA	B	2261682439	2371612241	NA	NA
NA	ALG11	13	0.413	0.67961	52012398	0.917212098009188	0	0	Primary	NA	B	2424451348	2476463746	NA	NA
NA	DDHD1	14	-0.4175	0.676313	53043968	0.917212098009188	0	0	Primary	NA	B	2568732932	2621776900	NA	NA
NA	NUBPL	14	-0.41579	0.677563	31489956	0.917212098009188	0	0	Primary	NA	B	2568732932	2600222888	NA	NA
NA	SMPD3	16	0.4124	0.68	68358328	0.917212098009188	0	0	Primary	NA	B	2835872847	2904231175	NA	NA
NA	PMM2	16	0.413	0.68	8788823	0.917212098009188	0	0	Primary	NA	B	2835872847	2844661670	NA	NA
NA	TPPP3	16	0.42	0.674	67389809	0.917212098009188	0	0	Primary	NA	B	2835872847	2903262656	NA	NA
NA	SYNJ1	21	-0.4229	0.6724	32628759	0.917212098009188	0	0	Primary	NA	B	3361319979	3393948738	NA	NA
NA	SGTB	5	0.41057	0.681	65665928	0.917212098009188	0	0	Primary	NA	B	992234598	1057900526	NA	NA
NA	HINT3	6	0.421	0.67376	125956781	0.917212098009188	0	0	Primary	NA	B	1202467741	1328424522	NA	NA
NA	MTCL3	6	0.417	0.67668	127438406	0.917212098009188	0	0	Primary	NA	B	1202467741	1329906147	NA	NA
NA	TRA2A	7	-0.41679	0.677	23504780	0.917212098009188	0	0	Primary	NA	B	1403002861	1426507641	NA	NA
NA	DNM1	9	-0.4199	0.67456	128203379	0.917212098009188	0	0	Primary	NA	B	1766574898	1894778277	NA	NA
NA	CTNNAL1	9	0.413	0.67961	108942571	0.917212098009188	0	0	Primary	NA	B	1766574898	1875517469	NA	NA
NA	UROD	1	-0.4005	0.68879	45012147	0.917335094339623	0	0	Primary	NA	B	0	45012147	NA	NA
NA	GDI2	10	0.4064	0.68444	5765223	0.917335094339623	0	0	Primary	NA	B	1934034850	1939800073	NA	NA
NA	AKR1C1	10	0.3983	0.69041	4892604	0.917335094339623	0	0	Primary	NA	B	1934034850	1938927454	NA	NA
NA	UROS	10	0.3982	0.69048	125788577	0.917335094339623	0	0	Primary	NA	B	1934034850	2059823427	NA	NA
NA	CUL5	11	-0.39754	0.690968	108008733	0.917335094339623	0	0	Primary	NA	B	2097428944	2205437677	NA	NA
NA	UVRAG	11	-0.402	0.687684	75815167	0.917335094339623	0	0	Primary	NA	B	2097428944	2173244111	NA	NA
NA	UPF3A	13	0.409	0.6826	114281584	0.917335094339623	0	0	Primary	NA	B	2424451348	2538732932	NA	NA
NA	LGALS3	14	-0.40605	0.684709	55124110	0.917335094339623	0	0	Primary	NA	B	2568732932	2623857042	NA	NA
NA	IGFBP2	2	0.40463	0.686	216632828	0.917335094339623	0	0	Primary	NA	B	276724047	493356875	NA	NA
NA	GTDC1	2	-0.39685	0.691	143938068	0.917335094339623	0	0	Primary	NA	B	276724047	420662115	NA	NA
NA	C2orf88	2	-0.40249	0.687	189879609	0.917335094339623	0	0	Primary	NA	B	276724047	466603656	NA	NA
NA	ACOT8	20	0.398	0.69063	45841721	0.917335094339623	0	0	Primary	NA	B	3267424814	3313266535	NA	NA
NA	PREX1	20	0.4028	0.6871	48624252	0.917335094339623	0	0	Primary	NA	B	3267424814	3316049066	NA	NA
NA	ITPA	20	-0.3976	0.69095	3208868	0.917335094339623	0	0	Primary	NA	B	3267424814	3270633682	NA	NA
NA	GCAT	22	0.4009	0.68851	37807905	0.917335094339623	0	0	Primary	NA	B	3437918941	3475726846	NA	NA
NA	SUCLG2	3	0.4073	0.6838	67360460	0.917335094339623	0	0	Primary	NA	B	548458626	615819086	NA	NA
NA	ATG7	3	0.4068	0.68417	11272309	0.917335094339623	0	0	Primary	NA	B	548458626	559730935	NA	NA
NA	CBR4	4	0.402	0.687684	168863770	0.917335094339623	0	0	Primary	NA	B	775968409	944832179	NA	NA
NA	JPH1	8	-0.406	0.68474	74234700	0.917335094339623	0	0	Primary	NA	B	1591733856	1665968556	NA	NA
NA	PADI2	1	-0.39569	0.69233	17066761	0.918407594268477	0	0	Primary	NA	B	0	17066761	NA	NA
NA	THG1L	5	-0.39357	0.694	157731197	0.919929163526752	0	0	Primary	NA	B	992234598	1149965795	NA	NA
NA	INPP5A	10	-0.391	0.69577	132537820	0.920195060150376	0	0	Primary	NA	B	1934034850	2066572670	NA	NA
NA	SSH1	12	0.3921	0.694951	108782690	0.920195060150376	0	0	Primary	NA	B	2261682439	2370465129	NA	NA
NA	ARL6	3	0.3912	0.69566	97764521	0.920195060150376	0	0	Primary	NA	B	548458626	646223147	NA	NA
NA	HDGF	1	-0.38853	0.69762	156742107	0.920376311844078	0	0	Primary	NA	B	0	156742107	NA	NA
NA	TDRKH	1	-0.38949	0.69692	151770107	0.920376311844078	0	0	Primary	NA	B	0	151770107	NA	NA
NA	FAS	10	-0.3891	0.69718	88990657	0.920376311844078	0	0	Primary	NA	B	1934034850	2023025507	NA	NA
NA	NMRAL1	16	-0.3887	0.698	4461680	0.920376311844078	0	0	Primary	NA	B	2835872847	2840334527	NA	NA
NA	PPP2R5A	1	-0.377	0.70617	212285537	0.922759127906977	0	0	Primary	NA	B	0	212285537	NA	NA
NA	LRRC40	1	-0.356	0.72184	70144805	0.922759127906977	0	0	Primary	NA	B	0	70144805	NA	NA
NA	SGIP1	1	-0.36033	0.7186	66533383	0.922759127906977	0	0	Primary	NA	B	0	66533383	NA	NA
NA	HSD17B7	1	0.37175	0.71008	162790702	0.922759127906977	0	0	Primary	NA	B	0	162790702	NA	NA
NA	SLC2A5	1	0.35869	0.71983	9035107	0.922759127906977	0	0	Primary	NA	B	0	9035107	NA	NA
NA	S100A13	1	-0.374	0.7084	153618787	0.922759127906977	0	0	Primary	NA	B	0	153618787	NA	NA
NA	ABLIM1	10	0.3701	0.71134	114431113	0.922759127906977	0	0	Primary	NA	B	1934034850	2048465963	NA	NA
NA	PITRM1	10	-0.3577	0.72057	3137728	0.922759127906977	0	0	Primary	NA	B	1934034850	1937172578	NA	NA
NA	ANXA11	10	0.365	0.71511	80150889	0.922759127906977	0	0	Primary	NA	B	1934034850	2014185739	NA	NA
NA	CPT1A	11	0.36397	0.715881	68754620	0.922759127906977	0	0	Primary	NA	B	2097428944	2166183564	NA	NA
NA	SCYL1	11	-0.36971	0.711597	65525077	0.922759127906977	0	0	Primary	NA	B	2097428944	2162954021	NA	NA
NA	CARD18	11	0.37336	0.708879	105137721	0.922759127906977	0	0	Primary	NA	B	2097428944	2202566665	NA	NA
NA	COQ5	12	0.38	0.703945	120503274	0.922759127906977	0	0	Primary	NA	B	2261682439	2382185713	NA	NA
NA	VPS36	13	0.376	0.70699	52412602	0.922759127906977	0	0	Primary	NA	B	2424451348	2476863950	NA	NA
NA	L2HGDH	14	0.35854	0.719937	50237563	0.922759127906977	0	0	Primary	NA	B	2568732932	2618970495	NA	NA
NA	OSGEP	14	-0.3696	0.711684	20446411	0.922759127906977	0	0	Primary	NA	B	2568732932	2589179343	NA	NA
NA	TNFAIP8L3	15	0.368	0.71275	51056598	0.922759127906977	0	0	Primary	NA	B	2704219249	2755275847	NA	NA
NA	RNMT	18	-0.361	0.71809	13726660	0.922759127906977	0	0	Primary	NA	B	3068900381	3082627041	NA	NA
NA	MAP1S	19	0.3635	0.7162	17719242	0.922759127906977	0	0	Primary	NA	B	3178873248	3196592490	NA	NA
NA	SLC1A4	2	0.37262	0.709	64988477	0.922759127906977	0	0	Primary	NA	B	276724047	341712524	NA	NA
NA	ADCY3	2	-0.362	0.717	24819169	0.922759127906977	0	0	Primary	NA	B	276724047	301543216	NA	NA
NA	PPM1B	2	-0.36445	0.716	44167969	0.922759127906977	0	0	Primary	NA	B	276724047	320892016	NA	NA
NA	BMPR2	2	0.37	0.711	202376936	0.922759127906977	0	0	Primary	NA	B	276724047	479100983	NA	NA
NA	AHCY	20	0.3665	0.71399	34280268	0.922759127906977	0	0	Primary	NA	B	3267424814	3301705082	NA	NA
NA	ARVCF	22	-0.367	0.71362	19969896	0.922759127906977	0	0	Primary	NA	B	3437918941	3457888837	NA	NA
NA	TTLL12	22	-0.3667	0.71382	43166622	0.922759127906977	0	0	Primary	NA	B	3437918941	3481085563	NA	NA
NA	TRNT1	3	0.3736	0.70868	3126916	0.922759127906977	0	0	Primary	NA	B	548458626	551585542	NA	NA
NA	CHRD	3	0.3772	0.70602	184380073	0.922759127906977	0	0	Primary	NA	B	548458626	732838699	NA	NA
NA	ACAP2	3	-0.3563	0.72165	195274736	0.922759127906977	0	0	Primary	NA	B	548458626	743733362	NA	NA
NA	KALRN	3	0.3775	0.7058	124080023	0.922759127906977	0	0	Primary	NA	B	548458626	672538649	NA	NA
NA	CADPS	3	-0.3619	0.7174	62398347	0.922759127906977	0	0	Primary	NA	B	548458626	610856973	NA	NA
NA	ENTPD3	3	0.3697	0.7116	40387156	0.922759127906977	0	0	Primary	NA	B	548458626	588845782	NA	NA
NA	RAPGEF2	4	0.362	0.717352	159104178	0.922759127906977	0	0	Primary	NA	B	775968409	935072587	NA	NA
NA	NUDT6	4	-0.3725	0.709522	122888697	0.922759127906977	0	0	Primary	NA	B	775968409	898857106	NA	NA
NA	CAMK4	5	0.35778	0.721	111223653	0.922759127906977	0	0	Primary	NA	B	992234598	1103458251	NA	NA
NA	ERAP2	5	-0.365	0.715	96875939	0.922759127906977	0	0	Primary	NA	B	992234598	1089110537	NA	NA
NA	PPP1R3G	6	0.3727	0.70936	5085486	0.922759127906977	0	0	Primary	NA	B	1202467741	1207553227	NA	NA
NA	TBRG4	7	0.36587	0.714	45100100	0.922759127906977	0	0	Primary	NA	B	1403002861	1448102961	NA	NA
NA	FAM131B	7	0.35975	0.719	143353400	0.922759127906977	0	0	Primary	NA	B	1403002861	1546356261	NA	NA
NA	GDA	9	0.3738	0.70855	72114595	0.922759127906977	0	0	Primary	NA	B	1766574898	1838689493	NA	NA
NA	STX17	9	-0.359	0.7196	99906633	0.922759127906977	0	0	Primary	NA	B	1766574898	1866481531	NA	NA
NA	AK3	9	-0.3848	0.70036	4711155	0.922759127906977	0	0	Primary	NA	B	1766574898	1771286053	NA	NA
NA	FARP1	13	-0.355	0.72291	98142562	0.923455838779956	0	0	Primary	NA	B	2424451348	2522593910	NA	NA
NA	FMN2	1	-0.35162	0.72513	240014348	0.924260585137085	0	0	Primary	NA	B	0	240014348	NA	NA
NA	CARS1	11	0.348	0.72784	3000922	0.924260585137085	0	0	Primary	NA	B	2097428944	2100429866	NA	NA
NA	CAMKK2	12	-0.3474	0.728269	121237694	0.924260585137085	0	0	Primary	NA	B	2261682439	2382920133	NA	NA
NA	EHD4	15	0.349	0.726871	41898752	0.924260585137085	0	0	Primary	NA	B	2704219249	2746118001	NA	NA
NA	TXNL4A	18	0.348	0.72815	79972867	0.924260585137085	0	0	Primary	NA	B	3068900381	3148873248	NA	NA
NA	SLC33A1	3	-0.353	0.72409	155821024	0.924260585137085	0	0	Primary	NA	B	548458626	704279650	NA	NA
NA	GLB1	3	0.348	0.72784	32996608	0.924260585137085	0	0	Primary	NA	B	548458626	581455234	NA	NA
NA	GGH	8	-0.3509	0.7257	63015079	0.924260585137085	0	0	Primary	NA	B	1591733856	1654748935	NA	NA
NA	ENDOG	9	0.352	0.72484	128818474	0.924260585137085	0	0	Primary	NA	B	1766574898	1895393372	NA	NA
NA	FDPS	1	-0.346	0.72934	155308748	0.924952458543619	0	0	Primary	NA	B	0	155308748	NA	NA
NA	MTPAP	10	0.3401	0.73381	30309801	0.925225179799427	0	0	Primary	NA	B	1934034850	1964344651	NA	NA
NA	ATL3	11	-0.34322	0.731431	63624087	0.925225179799427	0	0	Primary	NA	B	2097428944	2161053031	NA	NA
NA	PTMS	12	0.3404	0.733555	6765516	0.925225179799427	0	0	Primary	NA	B	2261682439	2268447955	NA	NA
NA	MICALL1	22	-0.3428	0.73174	37905657	0.925225179799427	0	0	Primary	NA	B	3437918941	3475824598	NA	NA
NA	MRPL1	4	-0.3394	0.734289	77862520	0.925225179799427	0	0	Primary	NA	B	775968409	853830929	NA	NA
NA	ARMT1	6	0.3443	0.73063	151452287	0.925225179799427	0	0	Primary	NA	B	1202467741	1353920028	NA	NA
NA	THEM6	8	0.3427	0.7318	142727203	0.925225179799427	0	0	Primary	NA	B	1591733856	1734461059	NA	NA
NA	UBXN2B	8	0.3409	0.73314	58411264	0.925225179799427	0	0	Primary	NA	B	1591733856	1650145120	NA	NA
NA	CD274	9	0.3402	0.73374	5450503	0.925225179799427	0	0	Primary	NA	B	1766574898	1772025401	NA	NA
NA	PRKAR2A	3	0.3372	0.73598	48744597	0.926692068718683	0	0	Primary	NA	B	548458626	597203223	NA	NA
NA	YARS2	12	-0.332	0.739889	32727490	0.928531184022824	0	0	Primary	NA	B	2261682439	2294409929	NA	NA
NA	KATNAL1	13	0.332	0.7396	30202630	0.928531184022824	0	0	Primary	NA	B	2424451348	2454653978	NA	NA
NA	GLS	2	-0.33169	0.74	190880827	0.928531184022824	0	0	Primary	NA	B	276724047	467604874	NA	NA
NA	SCRN1	7	-0.332	0.74	29920103	0.928531184022824	0	0	Primary	NA	B	1403002861	1432922964	NA	NA
NA	NANS	9	-0.3317	0.74008	98056739	0.928531184022824	0	0	Primary	NA	B	1766574898	1864631637	NA	NA
NA	ECH1	19	0.33	0.7414	38815422	0.928862250712251	0	0	Primary	NA	B	3178873248	3217688670	NA	NA
NA	FBLN7	2	-0.3306	0.741	112138385	0.928862250712251	0	0	Primary	NA	B	276724047	388862432	NA	NA
NA	PPM1K	4	-0.328	0.742912	88257620	0.930094098220641	0	0	Primary	NA	B	775968409	864226029	NA	NA
NA	SOAT1	1	0.321	0.74821	179293790	0.932436812455768	0	0	Primary	NA	B	0	179293790	NA	NA
NA	MECR	1	-0.32083	0.74834	29192873	0.932436812455768	0	0	Primary	NA	B	0	29192873	NA	NA
NA	GRID1	10	-0.3208	0.74833	85599555	0.932436812455768	0	0	Primary	NA	B	1934034850	2019634405	NA	NA
NA	ABCA8	17	-0.3199	0.749024	68867292	0.932436812455768	0	0	Primary	NA	B	2955820772	3024688064	NA	NA
NA	HSPA4L	4	-0.3235	0.74631	127781821	0.932436812455768	0	0	Primary	NA	B	775968409	903750230	NA	NA
NA	FAM162B	6	-0.3204	0.74867	116752200	0.932436812455768	0	0	Primary	NA	B	1202467741	1319219941	NA	NA
NA	PALS2	7	-0.32161	0.748	24573268	0.932436812455768	0	0	Primary	NA	B	1403002861	1427576129	NA	NA
NA	DOCK5	8	-0.3246	0.74548	25184723	0.932436812455768	0	0	Primary	NA	B	1591733856	1616918579	NA	NA
NA	HYI	1	0.31596	0.75203	43451153	0.932877834978843	0	0	Primary	NA	B	0	43451153	NA	NA
NA	NUAK1	12	-0.3178	0.75063	106063340	0.932877834978843	0	0	Primary	NA	B	2261682439	2367745779	NA	NA
NA	PLD2	17	-0.3183	0.750255	4807096	0.932877834978843	0	0	Primary	NA	B	2955820772	2960627868	NA	NA
NA	DBR1	3	0.3165	0.75166	138161012	0.932877834978843	0	0	Primary	NA	B	548458626	686619638	NA	NA
NA	RELL2	5	0.31662	0.752	141636950	0.932877834978843	0	0	Primary	NA	B	992234598	1133871548	NA	NA
NA	NCEH1	3	-0.3125	0.75466	172630249	0.935480577871741	0	0	Primary	NA	B	548458626	721088875	NA	NA
NA	DDAH1	1	-0.302	0.76265	85318481	0.938112832167832	0	0	Primary	NA	B	0	85318481	NA	NA
NA	PIK3CD	1	0.302	0.76265	9651732	0.938112832167832	0	0	Primary	NA	B	0	9651732	NA	NA
NA	DNAJC9	10	-0.3089	0.75742	73183362	0.938112832167832	0	0	Primary	NA	B	1934034850	2007218212	NA	NA
NA	RCBTB2	13	0.308	0.75798	48488959	0.938112832167832	0	0	Primary	NA	B	2424451348	2472940307	NA	NA
NA	ECI1	16	-0.3056	0.76	2239395	0.938112832167832	0	0	Primary	NA	B	2835872847	2838112242	NA	NA
NA	CNRIP1	2	0.30662	0.759	68284171	0.938112832167832	0	0	Primary	NA	B	276724047	345008218	NA	NA
NA	ROCK2	2	0.3033	0.762	11179761	0.938112832167832	0	0	Primary	NA	B	276724047	287903808	NA	NA
NA	TFG	3	0.3038	0.76125	100709361	0.938112832167832	0	0	Primary	NA	B	548458626	649167987	NA	NA
NA	ERC2	3	0.3056	0.75989	55508308	0.938112832167832	0	0	Primary	NA	B	548458626	603966934	NA	NA
NA	ANXA5	4	0.3048	0.76052	121667955	0.938112832167832	0	0	Primary	NA	B	775968409	897636364	NA	NA
NA	EPB41L2	6	-0.3066	0.75913	130839347	0.938112832167832	0	0	Primary	NA	B	1202467741	1333307088	NA	NA
NA	LMAN1	18	0.3	0.7645	59327823	0.939075069832402	0	0	Primary	NA	B	3068900381	3128228204	NA	NA
NA	ARSB	5	-0.30032	0.764	78777209	0.939075069832402	0	0	Primary	NA	B	992234598	1071011807	NA	NA
NA	BCR	22	-0.2987	0.76516	23179704	0.939229895324494	0	0	Primary	NA	B	3437918941	3461098645	NA	NA
NA	ACOT7	1	-0.29551	0.7676	6264269	0.941309986072423	0	0	Primary	NA	B	0	6264269	NA	NA
NA	ARF4	3	0.2944	0.76846	57571363	0.941309986072423	0	0	Primary	NA	B	548458626	606029989	NA	NA
NA	MYO6	6	-0.2947	0.76822	75749192	0.941309986072423	0	0	Primary	NA	B	1202467741	1278216933	NA	NA
NA	STMN1	1	-0.288	0.77335	25884181	0.941399757785467	0	0	Primary	NA	B	0	25884181	NA	NA
NA	COA6	1	-0.28986	0.77192	234373456	0.941399757785467	0	0	Primary	NA	B	0	234373456	NA	NA
NA	ME3	11	-0.29288	0.769614	86441108	0.941399757785467	0	0	Primary	NA	B	2097428944	2183870052	NA	NA
NA	FUT8	14	-0.288	0.773347	65410592	0.941399757785467	0	0	Primary	NA	B	2568732932	2634143524	NA	NA
NA	KHK	2	0.28816	0.773	27086747	0.941399757785467	0	0	Primary	NA	B	276724047	303810794	NA	NA
NA	NUP210	3	0.29	0.77182	13316237	0.941399757785467	0	0	Primary	NA	B	548458626	561774863	NA	NA
NA	SUSD5	3	0.2921	0.77023	33150045	0.941399757785467	0	0	Primary	NA	B	548458626	581608671	NA	NA
NA	MMAA	4	0.2883	0.773127	145618263	0.941399757785467	0	0	Primary	NA	B	775968409	921586672	NA	NA
NA	RGS12	4	-0.289	0.772581	3293028	0.941399757785467	0	0	Primary	NA	B	775968409	779261437	NA	NA
NA	NECAB2	16	-0.2873	0.774	83968632	0.941539419087137	0	0	Primary	NA	B	2835872847	2919841479	NA	NA
NA	ARFGEF2	20	-0.286	0.77488	48921890	0.941958479612992	0	0	Primary	NA	B	3267424814	3316346704	NA	NA
NA	NEK4	3	-0.281	0.77873	52710784	0.945732601794341	0	0	Primary	NA	B	548458626	601169410	NA	NA
NA	SORBS3	8	-0.2805	0.77906	22544986	0.945732601794341	0	0	Primary	NA	B	1591733856	1614278842	NA	NA
NA	MRGPRF	11	-0.27879	0.780407	69004395	0.946010067493113	0	0	Primary	NA	B	2097428944	2166433339	NA	NA
NA	RAB5C	17	-0.2781	0.780902	42124976	0.946010067493113	0	0	Primary	NA	B	2955820772	2997945748	NA	NA
NA	INPP4B	4	0.2784	0.780699	142023160	0.946010067493113	0	0	Primary	NA	B	775968409	917991569	NA	NA
NA	RTCA	1	-0.277	0.78178	100266207	0.946421899518238	0	0	Primary	NA	B	0	100266207	NA	NA
NA	RAB3C	5	-0.275	0.783	58582221	0.946982735395189	0	0	Primary	NA	B	992234598	1050816819	NA	NA
NA	FRRS1L	9	-0.275	0.78332	109130293	0.946982735395189	0	0	Primary	NA	B	1766574898	1875705191	NA	NA
NA	IFT70A	2	0.27465	0.784	177612992	0.947153846153846	0	0	Primary	NA	B	276724047	454337039	NA	NA
NA	SDR39U1	14	-0.27326	0.784654	24439766	0.947293332875772	0	0	Primary	NA	B	2568732932	2593172698	NA	NA
NA	CRYZ	1	-0.27039	0.78686	74705486	0.947431305536569	0	0	Primary	NA	B	0	74705486	NA	NA
NA	ADD3	10	0.27	0.78716	109996368	0.947431305536569	0	0	Primary	NA	B	1934034850	2044031218	NA	NA
NA	NDUFAF5	20	-0.27	0.78716	13784950	0.947431305536569	0	0	Primary	NA	B	3267424814	3281209764	NA	NA
NA	SV2C	5	0.26861	0.788	76083172	0.947431305536569	0	0	Primary	NA	B	992234598	1068317770	NA	NA
NA	GRHPR	9	0.2691	0.78783	37422666	0.947431305536569	0	0	Primary	NA	B	1766574898	1803997564	NA	NA
NA	ASTN2	9	0.2693	0.78771	116425225	0.947431305536569	0	0	Primary	NA	B	1766574898	1883000123	NA	NA
NA	MANF	3	-0.2676	0.78897	51385047	0.947892223738063	0	0	Primary	NA	B	548458626	599843673	NA	NA
NA	SLC25A40	7	-0.2659	0.79	87833568	0.947892223738063	0	0	Primary	NA	B	1403002861	1490836429	NA	NA
NA	CPVL	7	0.26613	0.79	28995231	0.947892223738063	0	0	Primary	NA	B	1403002861	1431998092	NA	NA
NA	MIX23	3	0.2645	0.7914	122359591	0.948278337874659	0	0	Primary	NA	B	548458626	670818217	NA	NA
NA	TPMT	6	0.265	0.791	18128311	0.948278337874659	0	0	Primary	NA	B	1202467741	1220596052	NA	NA
NA	ADCY9	16	0.264	0.792	3953387	0.948351259360109	0	0	Primary	NA	B	2835872847	2839826234	NA	NA
NA	DUT	15	-0.262	0.793321	48331011	0.948641494901428	0	0	Primary	NA	B	2704219249	2752550260	NA	NA
NA	ALKBH4	7	-0.26287	0.793	102456238	0.948641494901428	0	0	Primary	NA	B	1403002861	1505459099	NA	NA
NA	CORO7	16	0.261	0.794	4354542	0.948808423913044	0	0	Primary	NA	B	2835872847	2840227389	NA	NA
NA	ATPAF2	17	-0.2594	0.795346	17977409	0.949127282225238	0	0	Primary	NA	B	2955820772	2973798181	NA	NA
NA	ENSG00000272896	9	-0.2598	0.795	136791379	0.949127282225238	0	0	Primary	NA	B	1766574898	1903366277	NA	NA
NA	JAKMIP3	10	-0.2577	0.79665	132104671	0.950025651084011	0	0	Primary	NA	B	1934034850	2066139521	NA	NA
NA	TECPR2	14	0.257	0.797179	102362963	0.950025651084011	0	0	Primary	NA	B	2568732932	2671095895	NA	NA
NA	ARHGAP12	10	0.254	0.7995	31805437	0.950859026369168	0	0	Primary	NA	B	1934034850	1965840287	NA	NA
NA	GAS7	17	-0.255	0.798723	9910609	0.950859026369168	0	0	Primary	NA	B	2955820772	2965731381	NA	NA
NA	NMRK1	9	-0.2546	0.79906	75060573	0.950859026369168	0	0	Primary	NA	B	1766574898	1841635471	NA	NA
NA	RCAN1	21	-0.2527	0.8005	34513142	0.951405067567567	0	0	Primary	NA	B	3361319979	3395833121	NA	NA
NA	STARD5	15	0.248	0.804132	81309053	0.95507642673869	0	0	Primary	NA	B	2704219249	2785528302	NA	NA
NA	PNKD	2	0.245	0.806	218270392	0.956649122807018	0	0	Primary	NA	B	276724047	494994439	NA	NA
NA	NUB1	7	0.24444	0.807	151341699	0.957190155091032	0	0	Primary	NA	B	1403002861	1554344560	NA	NA
NA	MYO5A	15	0.242	0.808835	52307283	0.957415436241611	0	0	Primary	NA	B	2704219249	2756526532	NA	NA
NA	TMEM231	16	-0.2406	0.81	75538117	0.957415436241611	0	0	Primary	NA	B	2835872847	2911410964	NA	NA
NA	ATIC	2	0.24172	0.809	215311817	0.957415436241611	0	0	Primary	NA	B	276724047	492035864	NA	NA
NA	GALM	2	-0.24018	0.81	38665910	0.957415436241611	0	0	Primary	NA	B	276724047	315389957	NA	NA
NA	GUF1	4	-0.2397	0.810567	44678427	0.957415436241611	0	0	Primary	NA	B	775968409	820646836	NA	NA
NA	SYNJ2	6	0.242	0.80878	157981856	0.957415436241611	0	0	Primary	NA	B	1202467741	1360449597	NA	NA
NA	CHN2	7	-0.2397	0.811	29122274	0.957415436241611	0	0	Primary	NA	B	1403002861	1432125135	NA	NA
NA	ACO1	9	0.2383	0.81168	32384620	0.957575533199195	0	0	Primary	NA	B	1766574898	1798959518	NA	NA
NA	FCER1G	1	0.23562	0.81373	161215234	0.95935058310992	0	0	Primary	NA	B	0	161215234	NA	NA
NA	TMX3	18	-0.232	0.81676	68673688	0.960630347593583	0	0	Primary	NA	B	3068900381	3137574069	NA	NA
NA	CAPG	2	0.23279	0.816	85394748	0.960630347593583	0	0	Primary	NA	B	276724047	362118795	NA	NA
NA	CSE1L	20	0.2332	0.8156	49046312	0.960630347593583	0	0	Primary	NA	B	3267424814	3316471126	NA	NA
NA	CCDC127	5	-0.23082	0.817	196871	0.960630347593583	0	0	Primary	NA	B	992234598	992431469	NA	NA
NA	BCS1L	2	-0.22906	0.819	218658764	0.961183782521681	0	0	Primary	NA	B	276724047	495382811	NA	NA
NA	ACAD9	3	0.2287	0.81911	128879596	0.961183782521681	0	0	Primary	NA	B	548458626	677338222	NA	NA
NA	SERPINB9	6	0.2298	0.81825	2887266	0.961183782521681	0	0	Primary	NA	B	1202467741	1205355007	NA	NA
NA	AKR7A2	1	-0.2082	0.83507	19303965	0.961305021834061	0	0	Primary	NA	B	0	19303965	NA	NA
NA	AMPD2	1	0.16338	0.87022	109616104	0.961305021834061	0	0	Primary	NA	B	0	109616104	NA	NA
NA	ECE1	1	-0.21445	0.8302	21217247	0.961305021834061	0	0	Primary	NA	B	0	21217247	NA	NA
NA	PRDX1	1	-0.1993	0.84203	45511036	0.961305021834061	0	0	Primary	NA	B	0	45511036	NA	NA
NA	TLCD4	1	0.16608	0.86809	95117338	0.961305021834061	0	0	Primary	NA	B	0	95117338	NA	NA
NA	GGPS1	1	-0.165	0.86894	235327350	0.961305021834061	0	0	Primary	NA	B	0	235327350	NA	NA
